class,relations,value,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#Bath" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#help" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#RefusingBedtime" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#Bath" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#help" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#SleepRegression" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#BedTimeStory" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#help" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#RefusingBedtime" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#BeingBored" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#cause" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#Tantrum" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#BeingFrustrated" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#cause" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#Tantrum" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#BeingHungry" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#cause" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#SleepRegression" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#BeingSick" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#cause" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#SleepRegression" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#BeingTired" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#cause" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#Tantrum" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#BiologicalTendency" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#cause" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#SeparationAnxiety" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#ClamingChild" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#help" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#Nightmare" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#ClamingChild" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#help" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#WakingUpScreaming" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#CribTent" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#help" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#ClimbingOutOfTheCrib" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#CuttingIntoTinyPiece" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#help" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#ProneToChocking" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#DevelopementalLeap" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#cause" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#SleepRegression" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#DrawingColoring" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#eat" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#LowFatDiary" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#ExploreNewFood" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#help" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#PickyEating" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#FallingBackToSleep" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#help" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#WakingUpTooOften" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#GivingMenuChoice" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#help" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#Eating" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#GoingGroceryShopping" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#help" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#Eating" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#InappropriateNap" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#cause" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#SleepRegression" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#KeepLeadingBackToChildBed" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#help" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#WakingUpTooOften" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#KeepOfferingFoodOptions" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#help" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#PickyEating" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#KeepOfferingFoodOptions" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#help" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#RefusingFood" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#KeepingDistant" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#help" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#BedtimeCall" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#LeadingByExample" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#help" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#BadManner" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#LimitingTVTime" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#help" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#RefusingBedtime" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#NoLateNap" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#help" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#RefusingBedtime" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#PraisingPositiveBehavior" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#help" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#PottyTraining" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#PreparingTheMeal" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#help" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#PickyEating" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#PreparingTheMeal" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#help" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#PracticingFineMotorSkill" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#ReassuringCommingBack" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#help" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#AwareOfBeingAway" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#ReassuringCommingBack" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#help" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#ConditionalSeparationAnxiety" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#ReassuringOkay" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#help" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#Nightmare" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#RoutinedSleep" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#help" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#BedtimeCall" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#RoutinedSleep" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#help" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#SleepRegression" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#SeeingPediatrician" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#help" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#Illness" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#SleepingWithoutCuddling" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#help" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#BedtimeCall" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#SuggestingFact" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#help" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#Lying" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#TalkingAboutPotty" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#help" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#PottyTraining" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#ToddlerBed" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#help" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#ClimbingOutOfTheCrib" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#UnknownEnvironment" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#cause" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#SeparationAnxiety" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#WaitingChildGetUsedTo" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#help" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#PickyEating" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#WellFeedAndWellRest" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#help" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#TerribleTantrum" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#0MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#do" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#20to40Minute" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#0MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#eat" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#BreastMilk" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#0MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#eat" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#FormulaMilk" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#0MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#hasAge" , "0" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#0MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#hasBoyHeight" , "19.6" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#0MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#hasBoyWeight" , "7.4" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#0MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#hasGirlHeight" , "19.3" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#0MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#hasGirlWeight" , "7.1" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#0MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#needMilkOunce" , "2.0" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#0MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#needMilkTime" , "6.0" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#1MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#developeSense" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#DevelopedSmelling" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#1MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#developeSense" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#FocusingOnObjectsAbout8-12Inches" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#1MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#developeSense" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#LovingSoftThings" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#1MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#developeSense" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#TruningHeadToTheVoice" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#1MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#developeSense" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#WonderingAndCrossingEye" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#1MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#do" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#JerkingAndQuiveringArms" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#1MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#do" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#KeeningReflexes" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#1MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#do" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#KeepingHandsTightInFists" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#1MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#eat" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#BreastMilk" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#1MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#eat" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#FormulaMilk" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#1MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#hasAge" , "1" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#1MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#hasBoyWeight" , "9.9" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#1MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#hasGirlWeight" , "9.2" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#1MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#needMilkOunce" , "4.0" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#1MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#needMilkTime" , "6.0" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#1MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#needSleepDuration" , "15.0" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#10MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#developeSense" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#KnowingWhatToDoWithHands" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#10MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#developeSense" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#RecognizingFamiliarSounds" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#10MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#do" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#PickingThings" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#10MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#do" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#SittingUpByThemselves" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#10MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#do" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#StandingUsingFurniture" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#10MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#do" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#StartingCrawling" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#10MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#eat" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#Avocado" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#10MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#eat" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#Beef" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#10MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#eat" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#BlueBerry" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#10MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#eat" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#Carrot" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#10MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#eat" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#Cereal" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#10MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#eat" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#Chicken" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#10MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#eat" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#GreenBeans" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#10MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#eat" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#Pasta" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#10MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#eat" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#Peach" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#10MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#eat" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#Potato" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#10MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#eat" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#RiceCracker" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#10MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#eat" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#SweetPotato" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#10MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#eat" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#Tofu" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#10MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#eat" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#Turkey" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#10MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#eat" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#Water" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#10MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#hasBoyHeight" , "28.9" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#10MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#hasBoyWeight" , "20.2" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#10MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#hasGirlHeight" , "28.1" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#10MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#hasGirlWeight" , "18.7" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#10MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#needNapDuration" , "10.0" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#10MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#needSleepDuration" , "11.0" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#11MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#developeSense" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#LookingAndListeningAtTheSametime" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#11MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#developeSense" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#SeeingClearly" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#11MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#developeSense" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#WatchingObjectsAsTheyMove" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#11MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#do" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#CrawlingWell" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#11MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#do" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#Pointing" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#11MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#do" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#StandingWithParentsHelp" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#11MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#do" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#WalkingAroundUsingFurniture" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#11MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#eat" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#Avocado" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#11MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#eat" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#Banana" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#11MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#eat" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#Beef" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#11MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#eat" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#BlueBerry" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#11MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#eat" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#BreastMilk" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#11MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#eat" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#Carrot" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#11MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#eat" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#Cereal" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#11MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#eat" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#Chicken" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#11MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#eat" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#FormulaMilk" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#11MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#eat" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#GreenBeans" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#11MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#eat" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#Pasta" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#11MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#eat" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#Peach" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#11MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#eat" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#Potato" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#11MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#eat" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#RiceCracker" ,
 "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#11MonthOld" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#eat" , "http://www.semanticweb.org/theorist/ontologies/2020/10/root-ontology#SweetPotato" ,
